spec.name,spec.name.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,genus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,nameAccordingToID,created,modified,references,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Cola acuminata,Cola acuminata,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,143,1,wfo-0000614368,,Cola acuminata,SPECIES,wfo-4000008876,(P.Beauv.) Schott & Endl.,Malvaceae,Cola,acuminata,,,,Melet. Bot. 83 1832,Accepted,,,2012-03-26,2012-03-26,http://www.theplantlist.org/tpl1.1/record/kew-2730552,,FALSE,,,
Cola argentea,Cola argentea,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,144,1,wfo-0000614375,822652-1,Cola argentea,SPECIES,wfo-4000008876,Mast.,Malvaceae,Cola,argentea,,,,Fl. Trop. Afr. 1: 224 1868,Accepted,,,2012-03-26,2012-03-26,http://www.theplantlist.org/tpl1.1/record/kew-2730559,,FALSE,,,
Cola ballayi,Cola ballayi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,145,1,wfo-0000614379,822656-1,Cola ballayi,SPECIES,wfo-4000008876,Cornu ex Heckel,Malvaceae,Cola,ballayi,,,,Ann. Inst. Bot.-Géol. Colon. Marseille 1: 101 1893,Accepted,,,2012-03-26,2012-03-26,http://www.theplantlist.org/tpl1.1/record/kew-2730563,,FALSE,,,
Cola ballayi,Cola ballayi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,145,2,wfo-0000614380,822657-1,Cola ballayi,SPECIES,wfo-4000008876,K.Schum.,Malvaceae,Cola,ballayi,,,,Notizbl. Königl. Bot. Gart. Berlin 3: 13 1902,Unchecked,,,2012-03-26,2012-03-26,http://www.theplantlist.org/tpl1.1/record/kew-2730564,,FALSE,,,
Cola chlamydantha,Cola chlamydantha,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,146,1,wfo-0000614397,822673-1,Cola chlamydantha,SPECIES,wfo-4000008876,K.Schum.,Malvaceae,Cola,chlamydantha,,,,Monogr. Afrik. Pflanzen-Fam. 5: 112 1900,Accepted,,,2012-03-26,2012-03-26,http://www.theplantlist.org/tpl1.1/record/kew-2730580,,FALSE,,,
Cola ficifolia,Cola ficifolia,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,147,1,wfo-0000614414,822688-1,Cola ficifolia,SPECIES,wfo-4000008876,Mast.,Malvaceae,Cola,ficifolia,,,,Fl. Trop. Afr. 1: 223 1868,Accepted,,,2012-03-26,2012-03-26,http://www.theplantlist.org/tpl1.1/record/kew-2730597,,FALSE,,,
Cola lateritia,Cola lateritia,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,148,1,wfo-0000614445,822716-1,Cola lateritia,SPECIES,wfo-4000008876,K.Schum.,Malvaceae,Cola,lateritia,,,,Notizbl. Königl. Bot. Gart. Berlin 2: 307 1898,Accepted,,,2012-03-26,2012-03-26,http://www.theplantlist.org/tpl1.1/record/kew-2730625,,FALSE,,,
Cola lepidota,Cola lepidota,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,149,1,wfo-0000614451,,Cola lepidota,SPECIES,wfo-4000008876,K.Schum.,Malvaceae,Cola,lepidota,,,,Bot. Jahrb. Syst. 15: 136 1893,Accepted,,,2012-03-26,2012-03-26,http://www.theplantlist.org/tpl1.1/record/kew-2730630,,FALSE,,,
Cola mirabilis,Cola mirabilis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,150,1,wfo-0000614480,822745-1,Cola mirabilis,SPECIES,,A.Chev.,Malvaceae,Cola,mirabilis,,,,Veg. Ut. Afr. Trop. Franç. 5: 249 1909,Unchecked,,,2012-03-26,2012-03-26,http://www.theplantlist.org/tpl1.1/record/kew-2730659,,FALSE,,,
Cola nitida,Cola nitida,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,151,1,wfo-0000614491,822755-1,Cola nitida,SPECIES,wfo-4000008876,(Vent.) Schott & Endl.,Malvaceae,Cola,nitida,,,,Melet. Bot. 33 1832,Accepted,,,2012-03-26,2012-03-26,http://www.theplantlist.org/tpl1.1/record/kew-2730669,,FALSE,,,
Cola verticiliata,Cola verticiliata,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,152,1,wfo-0000614551,822811-1,Cola verticillata,SPECIES,wfo-4000008876,(Thonn.) Stapf ex A.Chev.,Malvaceae,Cola,verticillata,,,,Veg. Ut. Afr. Trop. Franç. 6: 136 1911,Accepted,,,2012-03-26,2012-03-26,http://www.theplantlist.org/tpl1.1/record/kew-2730722,,FALSE,,,
Colletoecema dewevrei,Colletoecema dewevrei,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,153,1,wfo-0000916778,747314-1,Colletoecema dewevrei,SPECIES,wfo-4000008937,(De Wild.) E.M.A.Petit,Rubiaceae,Colletoecema,dewevrei,,,,Bull. Jard. Bot. État 33: 376 1963,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-46201,,FALSE,,,
Colona blancoi,Colona blancoi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,154,1,wfo-0000615147,833443-1,Colona blancoi,SPECIES,wfo-4000008970,(Rolfe) Merr.,Malvaceae,Colona,blancoi,,,,Philipp. Gov. Lab. Bur. Bull. 6: 17 1903,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2731385,,FALSE,,,
Colona lanceolata,Colona lanceolata,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,155,1,wfo-0000615169,833462-1,Colona lanceolata,SPECIES,wfo-4000008970,(Warb.) Burret,Malvaceae,Colona,lanceolata,,,,Notizbl. Bot. Gart. Berlin-Dahlem 9: 804 1926,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2731405,,FALSE,,,
Colona mollis,Colona mollis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,156,1,wfo-0000615173,833466-1,Colona mollis,SPECIES,wfo-4000008970,(Warb.) Burret,Malvaceae,Colona,mollis,,,,Notizbl. Bot. Gart. Berlin-Dahlem 9: 802 1926,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2731409,,FALSE,,,
Colona philippinensis,Colona philippinensis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,157,1,wfo-0000615175,833468-1,Colona philippinensis,SPECIES,wfo-4000008970,(Vidal) Burret,Malvaceae,Colona,philippinensis,,,,Notizbl. Bot. Gart. Berlin-Dahlem 9: 813 1926,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2731411,,FALSE,,,
Colona serratifolia,Colona serratifolia,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,158,1,wfo-0000615178,,Colona serratifolia,SPECIES,wfo-4000008970,Cav.,Malvaceae,Colona,serratifolia,,,,Icon. 4: 47 1798,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2731414,,FALSE,,,
Colono serratifolia,Colono serratifolia,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,159,1,wfo-0000615178,,Colona serratifolia,SPECIES,wfo-4000008970,Cav.,Malvaceae,Colona,serratifolia,,,,Icon. 4: 47 1798,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2731414,,FALSE,,,
Colophospermum mopane,Colophospermum mopane,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,160,1,wfo-0000165169,,Colophospermum mopane,SPECIES,wfo-4000008972,(Benth.) Leonard,Fabaceae,Colophospermum,mopane,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-1160,,FALSE,,,
Colophospermum mopane,Colophospermum mopane,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,160,2,wfo-0001056635,486961-1,Copaiba mopane,SPECIES,wfo-4000009217,(J.Kirk ex Benth.) Kuntze,Fabaceae,Copaiba,mopane,,,,Revis. Gen. Pl. 1: 172 1891,Accepted,,,2012-04-18,2012-04-18,http://www.theplantlist.org/tpl1.1/record/tro-13045882,,TRUE,Synonym,wfo-0001057638,Colophospermum mopane
Colubrina arborescens,Colubrina arborescens,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,161,1,wfo-0000615210,63423-2,Colubrina arborescens,SPECIES,wfo-4000008985,(Mill.) Sarg.,Rhamnaceae,Colubrina,arborescens,,,,Trees & Shrubs 2: 167 1911,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2731457,,FALSE,,,
Colubrina guatemalensis,Colubrina guatemalensis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,162,1,wfo-0000615319,,Colubrina triflora,SPECIES,wfo-4000008985,Brongn. ex Sweet,Rhamnaceae,Colubrina,triflora,,,,Hort. Brit. ed. 2: 113 1830,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2731563,,TRUE,Synonym,wfo-0000615256,Colubrina guatemalensis
Combretodendron quadrialatum,Combretodendron quadrialatum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,163,1,wfo-0000774670,469489-1,Petersianthus quadrialatus,SPECIES,wfo-4000028935,(Merr.) Merr.,Lecythidaceae,Petersianthus,quadrialatus,,,,"Philipp. J. Sci., C 11: 200 1916",Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-313235,,TRUE,Synonym,wfo-0000775569,Combretodendron quadrialatum
Combretum adenogonium,Combretum adenogonium,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,164,1,wfo-0000616044,169882-1,Combretum adenogonium,SPECIES,wfo-4000009029,Steud. ex A.Rich.,Combretaceae,Combretum,adenogonium,,,,Tent. Fl. Abyss. 1: 266 1848,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2732367,,FALSE,,,
Combretum binderianum,Combretum binderianum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,165,1,wfo-0000616193,,Combretum collinum subsp. binderianum,SUBSPECIES,wfo-0000616192,(Kotschy) Okafa,Combretaceae,Combretum,collinum,binderianum,subsp.,,"Bol. Soc. Brot. II, 41: 141 1967",Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2732501,,TRUE,Synonym,wfo-0000616120,Combretum binderianum
Combretum celastroides,Combretum celastroides,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,166,1,wfo-0000616171,169994-1,Combretum celastroides,SPECIES,wfo-4000009029,Welw. ex M.A.Lawson,Combretaceae,Combretum,celastroides,,,,Fl. Trop. Afr. 2: 422 1871,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2732482,,FALSE,,,
Combretum collinum,Combretum collinum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,167,1,wfo-0000616192,170004-1,Combretum collinum,SPECIES,wfo-4000009029,Fresen.,Combretaceae,Combretum,collinum,,,,Mus. Senckenberg. 2: 153 1837,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2732500,,FALSE,,,
Combretum fragrans,Combretum fragrans,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,168,1,wfo-0000616044,169882-1,Combretum adenogonium,SPECIES,wfo-4000009029,Steud. ex A.Rich.,Combretaceae,Combretum,adenogonium,,,,Tent. Fl. Abyss. 1: 266 1848,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2732367,,TRUE,Synonym,wfo-0000616304,Combretum fragrans
Combretum glutinosum,Combretum glutinosum,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,169,1,wfo-0000616334,170119-1,Combretum glutinosum,SPECIES,wfo-4000009029,Perr. ex DC.,Combretaceae,Combretum,glutinosum,,,,Prodr. 3: 21 1828,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2732629,,FALSE,,,
Combretum glutinosum,Combretum glutinosum,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,169,2,wfo-0000616696,975840-1,Combretum punctatum var. squamosum,VARIETY,wfo-0000616692,(Roxb. ex G.Don) M.Gangop. & Chakrab.,Combretaceae,Combretum,punctatum,squamosum,var.,,J. Econ. Taxon. Bot. 17: 680 1993,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2732957,,TRUE,Synonym,wfo-0000616336,Combretum glutinosum
Combretum imberbe,Combretum imberbe,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,170,1,wfo-0000616388,170163-1,Combretum imberbe,SPECIES,wfo-4000009029,Wawra,Combretaceae,Combretum,imberbe,,,,"Sitzungsber. Kaiserl. Akad. Wiss., Math.-Naturwiss. Cl. 38: 556 1860",Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2732678,,FALSE,,,
Combretum lamprocarpum,Combretum lamprocarpum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,171,1,wfo-0000616197,,Combretum collinum subsp. geitonophyllum,SUBSPECIES,wfo-0000616192,(Diels) Okafa,Combretaceae,Combretum,collinum,geitonophyllum,subsp.,,"Bol. Soc. Brot. II, 41: 140 1967",Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2732505,,TRUE,Synonym,wfo-0000616437,Combretum lamprocarpum
Combretum molle,Combretum molle,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,172,1,wfo-0000616553,170290-1,Combretum molle,SPECIES,wfo-4000009029,R.Br. ex G.Don,Combretaceae,Combretum,molle,,,,Trans. Linn. Soc. London 15: 431 1827,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2732827,,FALSE,,,
Combretum molle,Combretum molle,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,172,2,wfo-0000616658,170374-1,Combretum pisoniiflorum,SPECIES,wfo-4000009029,(Klotzsch) Engl.,Combretaceae,Combretum,pisoniiflorum,,,,Pflanzenw. Ost-Afrikas C: 293 1895,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2732922,,TRUE,Synonym,wfo-0000616554,Combretum molle
Combretum mossambicense,Combretum mossambicense,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,173,1,wfo-0000616560,170296-1,Combretum mossambicense,SPECIES,wfo-4000009029,(Klotzsch) Engl.,Combretaceae,Combretum,mossambicense,,,,Pflanzenw. Ost-Afrikas C: 292 1895,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2732833,,FALSE,,,
Combretum nigricans,Combretum nigricans,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,174,1,wfo-0000616580,,Combretum nigricans,SPECIES,wfo-4000009029,Lepr. ex Guill. & Perr.,Combretaceae,Combretum,nigricans,,,,Fl. Seneg. Tent. 290 1833,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2732851,,FALSE,,,
Combretum psidioides,Combretum psidioides,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,175,1,wfo-0000616684,,Combretum psidioides,SPECIES,wfo-4000009029,Welw.,Combretaceae,Combretum,psidioides,,,,Bol. Ann. Conselho Ultram. Lisb. May 1856 24: 249 1856,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2732946,,FALSE,,,
Combretum senegalensis,Combretum senegalensis,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,TRUE,13,176,1,wfo-4000009029,331508-2,Combretum,genus,wfo-7000000144,Loefl.,Combretaceae,,,,,,Iter Hispan. 308. 1758. (Dec 1758),Accepted,,,1000-01-01,1000-01-01,http://www.theplantlist.org/1.1/browse/A/Combretaceae/Combretum/,,FALSE,,,
Combretum zeyheri,Combretum zeyheri,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,177,1,wfo-0000616927,170592-1,Combretum zeyheri,SPECIES,wfo-4000009029,Sond.,Combretaceae,Combretum,zeyheri,,,,Linnaea 23: 46 1850,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2733166,,FALSE,,,
Commersonia bartramia,Commersonia bartramia,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,178,1,wfo-0000617045,822821-1,Commersonia bartramia,SPECIES,wfo-4000009047,(L.) Merr.,Malvaceae,Commersonia,bartramia,,,,Interpr. Herb. Amboin. 362 1917,Accepted,,,2012-03-26,2012-03-26,http://www.theplantlist.org/tpl1.1/record/kew-2733279,,FALSE,,,
Commiphora africana,Commiphora africana,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,179,1,wfo-0000617158,,Commiphora africana,SPECIES,wfo-4000009054,(A.Rich.) Endl.,Burseraceae,Commiphora,africana,,,,Monogr. Phan. 4: 14 1883,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2733387,,FALSE,,,
Commiphora glaucescens,Commiphora glaucescens,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,180,1,wfo-0000617287,,Commiphora glaucescens,SPECIES,wfo-4000009054,Engl.,Burseraceae,Commiphora,glaucescens,,,,Bot. Jahrb. Syst. 10: 283 1889,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2733506,,FALSE,,,
Commiphora mollis,Commiphora mollis,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,181,1,wfo-0000617363,127728-1,Commiphora mollis,SPECIES,wfo-4000009054,(Oliv.) Engl.,Burseraceae,Commiphora,mollis,,,,Monogr. Phan. 4: 23 1883,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2733579,,FALSE,,,
Commiphora mollis,Commiphora mollis,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,181,2,wfo-0000617365,127729-1,Commiphora mollis,SPECIES,wfo-4000009054,F.Hoffm.,Burseraceae,Commiphora,mollis,,,,Beitr. Fl. Centr.-Ost-Afr. 21 1889,Unchecked,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2733580,,FALSE,,,
Commiphora pedunculata,Commiphora pedunculata,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,182,1,wfo-0000617405,127759-1,Commiphora pedunculata,SPECIES,wfo-4000009054,(Kotschy & Peyr.) Engl.,Burseraceae,Commiphora,pedunculata,,,,Monogr. Phan. 4: 23 1883,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2733618,,FALSE,,,
Comphostema javanicum,Comphostema javanicum,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,2,183,1,wfo-0000974289,447503-1,Gomphostemma javanicum,SPECIES,wfo-4000015956,(Blume) Benth.,Lamiaceae,Gomphostemma,javanicum,,,,Labiat. Gen. Spec. 650 1835,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-91451,,FALSE,,,
Comptostemon philippinense,Comptostemon philippinense,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,184,1,wfo-0000583114,,Camptostemon philippinense,SPECIES,wfo-4000006434,(S.Vidal) Becc.,Malvaceae,Camptostemon,philippinense,,,,Malesia 3: 273 1889,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2695370,,FALSE,,,
Conceveiba plei,Conceveiba plei,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,8,185,1,wfo-0000919192,64054-2,Conceveiba pleiostemona,SPECIES,wfo-4000009098,Donn.Sm.,Euphorbiaceae,Conceveiba,pleiostemona,,,,Bot. Gaz. 54: 243 1912,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-46461,,FALSE,,,
Conceveiba plei,Conceveiba plei,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,8,185,2,wfo-0000242310,339164-1,Aparisthmium cordatum,SPECIES,wfo-4000002579,(A.Juss.) Baill.,Euphorbiaceae,Aparisthmium,cordatum,,,,Adansonia 5: 307 1865,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-12629,,TRUE,Synonym,wfo-0000919200,Conceveiba poeppigiana
Conocarpus erecta,Conocarpus erecta,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,2,186,1,wfo-0000618338,,Conocarpus erectus,SPECIES,wfo-4000009149,L.,Combretaceae,Conocarpus,erectus,,,,Sp. Pl. 147 1753,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2734516,,FALSE,,,
Conostegia xalapensis,Conostegia xalapensis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,187,1,wfo-0001233239,,Conostegia xalapensis,SPECIES,wfo-4000009177,(Bonpl.) D.Don ex DC.,Melastomataceae,Conostegia,xalapensis,,,,Prodr. 3: 175 1828,Accepted,,,2012-04-18,2012-04-18,http://www.theplantlist.org/tpl1.1/record/tro-50074530,,FALSE,,,
Copaifera aromatica,Copaifera aromatica,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,188,1,wfo-0000165626,,Copaifera aromatica,SPECIES,wfo-4000009218,Dwyer,Fabaceae,Copaifera,aromatica,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-12056,,FALSE,,,
Copaifera mildbraedii,Copaifera mildbraedii,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,189,1,wfo-0000165200,,Copaifera mildbraedii,SPECIES,wfo-4000009218,Harms,Fabaceae,Copaifera,mildbraedii,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-1163,,FALSE,,,
Copaifera religiosa,Copaifera religiosa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,190,1,wfo-0000165239,,Copaifera religiosa,SPECIES,wfo-4000009218,J.Leonard,Fabaceae,Copaifera,religiosa,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-1167,,FALSE,,,
Corchorus capsularis,Corchorus capsularis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1,1,wfo-0000620030,833552-1,Corchorus capsularis,SPECIES,wfo-4000009257,L.,Malvaceae,Corchorus,capsularis,,,,Sp. Pl. 529 1753,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2736337,,FALSE,,,
Cordia africana,Cordia africana,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2,1,wfo-0000620224,,Cordia africana,SPECIES,wfo-4000009266,Lam.,Boraginaceae,Cordia,africana,,,,Tabl. Encycl. 1: 420 1792,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2736523,,FALSE,,,
Cordia alba,Cordia alba,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,3,1,wfo-0000620225,113940-1,Cordia alba,SPECIES,wfo-4000009266,(Jacq.) Roem. & Schult.,Boraginaceae,Cordia,alba,,,,Syst. Veg. 4: 466 1819,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2736524,,FALSE,,,
Cordia alliodor,Cordia alliodor,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,4,1,wfo-0000620227,113943-1,Cordia alliodora,SPECIES,wfo-4000009266,(Ruiz & Pav.) Oken,Boraginaceae,Cordia,alliodora,,,,Allg. Naturgesch. 3(2): 1098 1841,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2736526,,FALSE,,,
Cordia alliodora,Cordia alliodora,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,5,1,wfo-0000620227,113943-1,Cordia alliodora,SPECIES,wfo-4000009266,(Ruiz & Pav.) Oken,Boraginaceae,Cordia,alliodora,,,,Allg. Naturgesch. 3(2): 1098 1841,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2736526,,FALSE,,,
Cordia aspera,Cordia aspera,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,6,1,wfo-0000620252,113962-1,Cordia aspera,SPECIES,wfo-4000009266,G.Forst.,Boraginaceae,Cordia,aspera,,,,Fl. Ins. Austr. 18 1786,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2736549,,FALSE,,,
Cordia aurantiaca,Cordia aurantiaca,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,7,1,wfo-0000620261,113969-1,Cordia aurantiaca,SPECIES,wfo-4000009266,Baker,Boraginaceae,Cordia,aurantiaca,,,,Bull. Misc. Inform. Kew 1894: 26 1894,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2736560,,FALSE,,,
Cordia bicolor,Cordia bicolor,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,8,1,wfo-0000620283,274895-2,Cordia bicolor,SPECIES,wfo-4000009266,A.DC.,Boraginaceae,Cordia,bicolor,,,,Prodr. 9: 485 1845,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2736580,,FALSE,,,
Cordia collococca,Cordia collococca,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,9,1,wfo-0000620368,65257-2,Cordia collococca,SPECIES,wfo-4000009266,L.,Boraginaceae,Cordia,collococca,,,,Pl. Jamaic. Pug. 14 1759,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2736663,,FALSE,,,
