spec.name,spec.name.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,genus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,nameAccordingToID,created,modified,references,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Protium schippli,Protium schippli,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,13,1,wfo-0000397100,210510-2,Protium confusum,SPECIES,wfo-4000031258,(Rose) Pittier,Burseraceae,Protium,confusum,,,,Contr. U. S. Natl. Herb. 20: 479 1922,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2412242,,TRUE,Synonym,wfo-0000398300,Protium schippii
Protium serratum,Protium serratum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,14,1,wfo-0001229988,128418-1,Protium serratum,SPECIES,wfo-4000031258,(Wall. ex Colebr.) Engl.,Burseraceae,Protium,serratum,,,,Monogr. Phan. 4: 88 1883,Accepted,,,2012-04-18,2012-04-18,http://www.theplantlist.org/tpl1.1/record/tro-50061271,,FALSE,,,
Protium sessiliflorum,Protium sessiliflorum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,15,1,wfo-0000398642,210641-2,Protium tenuifolium subsp. sessiliflorum,SUBSPECIES,wfo-0000398293,(Rose) D.M.Porter,Burseraceae,Protium,tenuifolium,sessiliflorum,subsp.,,Ann. Missouri Bot. Gard. 56: 475 1970,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2415227,,TRUE,Synonym,wfo-0000398298,Protium sessiliflorum
Prunus africana,Prunus africana,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,16,1,wfo-0000995790,729417-1,Prunus africana,SPECIES,wfo-4000031284,(Hook.f.) Kalkman,Rosaceae,Prunus,africana,,,,; 1965 33 1965,Accepted,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-25340,,FALSE,,,
Prunus amygdalis,Prunus amygdalis,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,1,17,1,wfo-0000995960,,Prunus amygdalus,SPECIES,wfo-4000031284,Stokes,Rosaceae,Prunus,amygdalus,,,,A botanical materia medica ; 1812 101 1812,Unchecked,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-25573,,FALSE,,,
Prunus amygdalis,Prunus amygdalis,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,1,17,2,wfo-0001005398,729673-1,Prunus dulcis,SPECIES,wfo-4000031284,(Mill.) D.A.Webb,Rosaceae,Prunus,dulcis,,,,; 1967 24 1967,Accepted,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-375,,TRUE,Synonym,wfo-0001015846,Prunus amygdalus
Prunus armeniaca,Prunus armeniaca,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,18,1,wfo-0000991689,729463-1,Prunus armeniaca,SPECIES,wfo-4000031284,L.,Rosaceae,Prunus,armeniaca,,,,"Species plantarum, edition 1 ; 1753 474 1753",Accepted,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-2050,,FALSE,,,
Prunus armeniaca,Prunus armeniaca,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,18,2,wfo-0000996075,729462-1,Prunus armeniaca,SPECIES,wfo-4000031284,Thunb.,Rosaceae,Prunus,armeniaca,,,,Flora japonica ; 1784 200 1784,Unchecked,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-25688,,FALSE,,,
Prunus armeniaca,Prunus armeniaca,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,18,3,wfo-0000996157,729461-1,Prunus armeniaca,SPECIES,wfo-4000031284,Blanco,Rosaceae,Prunus,armeniaca,,,,Flora de Filipinas ; 1845 296 1845,Unchecked,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-25781,,FALSE,,,
Prunus armeniaca,Prunus armeniaca,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,18,4,wfo-0001006419,,Prunus armeniaca,SPECIES,wfo-4000031284,Weston,Rosaceae,Prunus,armeniaca,,,,Botanicus universalis ; 1770 224 1770,Unchecked,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-40143,,FALSE,,,
Prunus armeniaca,Prunus armeniaca,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,18,5,wfo-0001010030,,Prunus armeniaca,SPECIES,wfo-4000031284,Chevall.,Rosaceae,Prunus,armeniaca,,,,Flore g‚n‚rale des environs de Paris ; 1826 725 1827,Unchecked,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-49325,,FALSE,,,
Prunus avium,Prunus avium,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,19,1,wfo-0001005630,160672-3,Prunus avium,SPECIES,wfo-4000031284,(L.) L.,Rosaceae,Prunus,avium,,,,Flora svecica ; 1755 165 1755,Accepted,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-383,,FALSE,,,
Prunus avium,Prunus avium,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,19,2,wfo-0001006607,,Prunus avium,SPECIES,wfo-4000031284,Franch.,Rosaceae,Prunus,avium,,,,Plantae delavayanae ; 1889 197 1890,Unchecked,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-40630,,FALSE,,,
Prunus bracchyobotrya,Prunus bracchyobotrya,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,2,20,1,wfo-0000990865,729505-1,Prunus brachybotrya,SPECIES,,Zucc.,Rosaceae,Prunus,brachybotrya,,,,; 1837 348 1837,Unchecked,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-19467,,FALSE,,,
Prunus capuli,Prunus capuli,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,21,1,wfo-0000996087,210892-2,Prunus serotina subsp. capuli,SUBSPECIES,wfo-0000995988,(Cav. ex Spreng.) McVaugh,Rosaceae,Prunus,serotina,capuli,subsp.,,; 1951 308 1951,Accepted,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-257,,TRUE,Synonym,wfo-0001019053,Prunus capuli
Prunus capuli,Prunus capuli,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,21,2,wfo-0000995988,30010850-2,Prunus serotina,SPECIES,wfo-4000031284,Ehrh.,Rosaceae,Prunus,serotina,,,,; 1784 285 1784,Accepted,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-256,,TRUE,Synonym,wfo-0001131677,Prunus capuli
Prunus cerasia,Prunus cerasia,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,22,1,wfo-0000996179,,Prunus cerasia,SPECIES,wfo-4000031284,Blanche ex Post,Rosaceae,Prunus,cerasia,,,,"Flora of Syria, Palestine, and Sinai ; 1896 304 1896",Unchecked,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-25801,,FALSE,,,
Prunus cerasifora,Prunus cerasifora,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,1,23,1,wfo-0000996002,729569-1,Prunus cerasiflora,SPECIES,wfo-4000031284,Paill.,Rosaceae,Prunus,cerasiflora,,,,; 1869 xvi 1869,Unchecked,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-25613,,FALSE,,,
Prunus cerasifora,Prunus cerasifora,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,1,23,2,wfo-0001007095,,Prunus cerasifera,SPECIES,wfo-4000031284,Popov,Rosaceae,Prunus,cerasifera,,,,; 1929 392 1929,Unchecked,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-42068,,FALSE,,,
Prunus cerasifora,Prunus cerasifora,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,1,23,3,wfo-0001007409,,Prunus cerasifera,SPECIES,wfo-4000031284,Lecoq & Lamotte,Rosaceae,Prunus,cerasifera,,,,Catalogue raisonn‚ des plantes vasculaires du Plateau Central ; 1848 148 1848,Unchecked,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-42934,,FALSE,,,
Prunus cerasifora,Prunus cerasifora,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,1,23,4,wfo-0001007955,,Prunus cerasifera,SPECIES,wfo-4000031284,Ehrh.,Rosaceae,Prunus,cerasifera,,,,Gartenkalender ; 1782 190 1785,Accepted,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-44,,FALSE,,,
Prunus domestica,Prunus domestica,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,24,1,wfo-0000984349,30221374-2,Prunus domestica,SPECIES,wfo-4000031284,L.,Rosaceae,Prunus,domestica,,,,"Species plantarum, edition 1 ; 1753 475 1753",Accepted,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-1123,,FALSE,,,
Prunus domestica,Prunus domestica,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,24,2,wfo-0000996078,729664-1,Prunus domestica,SPECIES,wfo-4000031284,Thunb.,Rosaceae,Prunus,domestica,,,,Flora japonica ; 1784 203 1784,Unchecked,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-25691,,FALSE,,,
Prunus domestica,Prunus domestica,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,24,3,wfo-0000996298,,Prunus domestica,SPECIES,wfo-4000031284,A.Sav.,Rosaceae,Prunus,domestica,,,,; 1883 434 1883,Unchecked,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-25929,,FALSE,,,
Prunus domestica,Prunus domestica,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,24,4,wfo-0001006398,,Prunus domestica,SPECIES,wfo-4000031284,Bunge,Rosaceae,Prunus,domestica,,,,"Enumeratio plantarum, quas in China boreali collegit anno 1831 ; 1833 22 1833",Unchecked,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-40080,,FALSE,,,
Prunus grisea,Prunus grisea,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,25,1,wfo-0001005216,729766-1,Prunus grisea,SPECIES,wfo-4000031284,(Blume ex Müll.Berol.) Kalkman,Rosaceae,Prunus,grisea,,,,; 1965 56 1965,Accepted,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-3720,,FALSE,,,
Prunus javanica,Prunus javanica,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,26,1,wfo-0001017632,,Prunus javanica,SPECIES,wfo-4000031284,(Teijsm. & Binn.) Miq.,Rosaceae,Prunus,javanica,,,,Flora van Nederlandsch Indi‰ ; 1855 365 1855,Accepted,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-8353,,FALSE,,,
Prunus persica,Prunus persica,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,27,1,wfo-0000984084,,Prunus persica,SPECIES,,(L.) Stokes,Rosaceae,Prunus,persica,,,,A botanical materia medica ; 1812 100 1812,Unchecked,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-10930,,FALSE,,,
Prunus persica,Prunus persica,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,27,2,wfo-0001005418,1212858-2,Prunus persica,SPECIES,wfo-4000031284,(L.) Batsch,Rosaceae,Prunus,persica,,,,Beytr„ge und Entw?rfe zur pragmatischen Geschichte der drey Natur-Reiche nach ihren Verwandschaften ; 1801 30 1801,Accepted,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-376,,FALSE,,,
Prunus persica,Prunus persica,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,27,3,wfo-0001005458,,Prunus persica,SPECIES,,(L.) Siebold & Zucc.,Rosaceae,Prunus,persica,,,,Florae japonicae familiae naturales ; 1845 122 1845,Unchecked,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-37783,,FALSE,,,
Prunus rubiginosa,Prunus rubiginosa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,28,1,wfo-0000995806,730210-1,Prunus rubiginosa,SPECIES,wfo-4000031284,(Elmer) Kalkman,Rosaceae,Prunus,rubiginosa,,,,; 1965 72 1965,Accepted,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-25356,,FALSE,,,
Prunus salicina,Prunus salicina,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,29,1,wfo-0001017607,730232-1,Prunus salicina,SPECIES,wfo-4000031284,Lindl.,Rosaceae,Prunus,salicina,,,,; 1830 239 1830,Accepted,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-8327,,FALSE,,,
Prunus sogdiana,Prunus sogdiana,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,30,1,wfo-0000987849,,Prunus sogdiana,SPECIES,wfo-4000031284,Vassilcz.,Rosaceae,Prunus,sogdiana,,,,Referaty nauchno-issledovatel'skikh rabot. Otdelenie biologicheskikh nauk ; 1942 5 1947,Accepted,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-15711,,FALSE,,,
Prunus ursina,Prunus ursina,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,31,1,wfo-0000992068,,Prunus ursina,SPECIES,wfo-4000031284,Kotschy,Rosaceae,Prunus,ursina,,,,; 1864 435 1864,Unchecked,,,2011-10-18,2011-10-18,http://www.theplantlist.org/tpl1.1/record/rjp-2106,,FALSE,,,
Pseudelephantopus spicatus,Pseudelephantopus spicatus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,32,1,wfo-0000050095,,Pseudelephantopus spicatus,SPECIES,wfo-4000031363,(B.Juss. ex Aubl.) Rohr ex C.F.Baker,Asteraceae,Pseudelephantopus,spicatus,,,,55 1902,Accepted,,,2012-02-11,2012-02-11,http://www.theplantlist.org/tpl1.1/record/gcc-148626,,FALSE,,,
Pseudelephantopus spicatus,Pseudelephantopus spicatus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,32,2,wfo-0000052510,,Pseudelephantopus spicatus,SPECIES,wfo-4000031363,(Juss. ex Aubl.) Rohr,Asteraceae,Pseudelephantopus,spicatus,,,,Skr. Naturh.-Selsk. Kjb. 2: 214. 1792,Unchecked,,,2012-02-11,2012-02-11,http://www.theplantlist.org/tpl1.1/record/gcc-151067,,FALSE,,,
Pseudelephantopus spicatus,Pseudelephantopus spicatus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,32,3,wfo-0000101683,,Pseudelephantopus spicatus,SPECIES,wfo-4000031363,(Juss.) R.Br.,Asteraceae,Pseudelephantopus,spicatus,,,,,Unchecked,,,2012-02-11,2012-02-11,http://www.theplantlist.org/tpl1.1/record/gcc-5884,,FALSE,,,
Pseudobombax ellipticum,Pseudobombax ellipticum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,33,1,wfo-0000397226,112509-1,Pseudobombax ellipticum,SPECIES,wfo-4000031412,(Kunth) Dugand,Malvaceae,Pseudobombax,ellipticum,,,,Caldasia 2: 67 1943,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2412518,,FALSE,,,
Pseudobombax septenatum,Pseudobombax septenatum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,34,1,wfo-0000397219,112522-1,Pseudobombax septenatum,SPECIES,wfo-4000031412,(Jacq.) Dugand,Malvaceae,Pseudobombax,septenatum,,,,Caldasia 2: 65 1943,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2412504,,FALSE,,,
Pseudocedrela kotschyi,Pseudocedrela kotschyi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,35,1,wfo-0000473666,579141-1,Pseudocedrela kotschyi,SPECIES,wfo-4000031444,(Schweinf.) Harms,Meliaceae,Pseudocedrela,kotschyi,,,,Bot. Jahrb. Syst. 22: 154 1895,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2547087,,FALSE,,,
Pseudolachnostylis maprouneifolia,Pseudolachnostylis maprouneifolia,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,36,1,wfo-0000284016,355079-1,Pseudolachnostylis maprouneifolia,SPECIES,wfo-4000031547,Pax,Phyllanthaceae,Pseudolachnostylis,maprouneifolia,,,,Bot. Jahrb. Syst. 28: 20 1899,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-166324,,FALSE,,,
Pseudolmedia oxyphyllaria,Pseudolmedia oxyphyllaria,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,37,1,wfo-0000473912,991358-1,Pseudolmedia glabrata,SPECIES,wfo-4000031569,(Liebm.) C.C.Berg,Moraceae,Pseudolmedia,glabrata,,,,Novon 6: 241 1996,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2547515,,TRUE,Synonym,wfo-0000473997,Pseudolmedia oxyphyllaria
Pseudolmedia simiarum,Pseudolmedia simiarum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,38,1,wfo-0000473912,991358-1,Pseudolmedia glabrata,SPECIES,wfo-4000031569,(Liebm.) C.C.Berg,Moraceae,Pseudolmedia,glabrata,,,,Novon 6: 241 1996,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2547515,,TRUE,Synonym,wfo-0000474000,Pseudolmedia simiarum
Pseudolmedia spuria,Pseudolmedia spuria,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,39,1,wfo-0000474001,856396-1,Pseudolmedia spuria,SPECIES,wfo-4000031569,(Sw.) Griseb.,Moraceae,Pseudolmedia,spuria,,,,Fl. Brit. W. I. 152 1859,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2547636,,FALSE,,,
Pseudospondias longifolia,Pseudospondias longifolia,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,40,1,wfo-0000393820,70339-1,Pseudospondias longifolia,SPECIES,wfo-4000031705,Engl.,Anacardiaceae,Pseudospondias,longifolia,,,,Bot. Jahrb. Syst. 36: 218 1905,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2407086,,FALSE,,,
Pseudospondias microcarpa,Pseudospondias microcarpa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,41,1,wfo-0000393818,70341-1,Pseudospondias microcarpa,SPECIES,wfo-4000031705,(A.Rich.) Engl.,Anacardiaceae,Pseudospondias,microcarpa,,,,Monogr. Phan. 4: 259 1883,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2407084,,FALSE,,,
Psidium friedrichsthalianum,Psidium friedrichsthalianum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,42,1,wfo-0000284404,211742-2,Psidium friedrichsthalianum,SPECIES,wfo-4000031762,(O.Berg) Nied.,Myrtaceae,Psidium,friedrichsthalianum,,,,Nat. Pflanzenfam. 3(7): 69 1893,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-166725,,FALSE,,,
Psidium guajava,Psidium guajava,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,43,1,wfo-0000284421,600841-1,Psidium guajava,SPECIES,wfo-4000031762,L.,Myrtaceae,Psidium,guajava,,,,Sp. Pl. 470 1753,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-166741,,FALSE,,,
Psidium guayava,Psidium guayava,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,44,1,wfo-0000284421,600841-1,Psidium guajava,SPECIES,wfo-4000031762,L.,Myrtaceae,Psidium,guajava,,,,Sp. Pl. 470 1753,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-166741,,FALSE,,,
Psidium sartorianum,Psidium sartorianum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,45,1,wfo-0000284613,601026-1,Psidium sartorianum,SPECIES,wfo-4000031762,(O.Berg) Nied.,Myrtaceae,Psidium,sartorianum,,,,Nat. Pflanzenfam. 3(7): 69 1893,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-166919,,FALSE,,,
Psoralea corylifolia,Psoralea corylifolia,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,46,1,wfo-0000186158,,Cullen corylifolium,SPECIES,wfo-4000010024,(L.) Medik.,Fabaceae,Cullen,corylifolium,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-32569,,TRUE,Synonym,wfo-0000184202,Psoralea corylifolia
Psorospermum aurantiascum,Psorospermum aurantiascum,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,47,1,wfo-0000395028,429026-1,Psorospermum aurantiacum,SPECIES,wfo-4000031826,Engl.,Hypericaceae,Psorospermum,aurantiacum,,,,Bot. Jahrb. Syst. 55: 383 1919,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2408824,,FALSE,,,
Psorospermum febrifugum,Psorospermum febrifugum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,48,1,wfo-0000465021,434030-1,Psorospermum febrifugum,SPECIES,wfo-4000031826,Spach,Hypericaceae,Psorospermum,febrifugum,,,,"Ann. Sci. Nat., Bot. II, 5: 163 1836",Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2529577,,FALSE,,,
Psuederanthemum bicolor,Psuederanthemum bicolor,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,2,49,1,wfo-0000670595,,Eranthemum pulchellum,SPECIES,wfo-4000013669,Andrews,Acanthaceae,Eranthemum,pulchellum,,,,Bot. Repos. 2: t. 88 1800,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2791833,,TRUE,Synonym,wfo-0001040727,Pseuderanthemum bicolor
Psychotoria versicolor,Psychotoria versicolor,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,50,1,wfo-0000285891,762118-1,Psychotria gitingensis,SPECIES,wfo-4000031840,Elmer,Rubiaceae,Psychotria,gitingensis,,,,Leafl. Philipp. Bot. 3: 1024 1911,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-168110,,TRUE,Synonym,wfo-0000288008,Psychotria versicolor
Psychotria carthaginensis,Psychotria carthaginensis,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,51,1,wfo-0000285293,761655-1,Psychotria carthagenensis,SPECIES,wfo-4000031840,Jacq.,Rubiaceae,Psychotria,carthagenensis,,,,Enum. Syst. Pl. 16 1760,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-167558,,FALSE,,,
Psychotria luzoniensis,Psychotria luzoniensis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,52,1,wfo-0000286515,762554-1,Psychotria luzoniensis,SPECIES,wfo-4000031840,(Cham. & Schltdl.) Fern.-Vill.,Rubiaceae,Psychotria,luzoniensis,,,,"Fl. Filip., ed. 3 4(13A): 112 1880",Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-168698,,FALSE,,,
Pteleopsis anisoptera,Pteleopsis anisoptera,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,53,1,wfo-0000396490,170851-1,Pteleopsis anisoptera,SPECIES,wfo-4000031863,(Welw. ex M.A.Lawson) Engl. & Diels,Combretaceae,Pteleopsis,anisoptera,,,,Monogr. Afrik. Pflanzen-Fam. 4: 4 1900,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2411171,,FALSE,,,
Pteleopsis hylodendron,Pteleopsis hylodendron,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,54,1,wfo-0000396483,170857-1,Pteleopsis hylodendron,SPECIES,wfo-4000031863,Mildbr.,Combretaceae,Pteleopsis,hylodendron,,,,Notizbl. Bot. Gart. Berlin-Dahlem 8: 61 1921,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2411164,,FALSE,,,
Pteleopsis myritifolia,Pteleopsis myritifolia,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,55,1,wfo-0000396471,170860-1,Pteleopsis myrtifolia,SPECIES,wfo-4000031863,(M.A.Lawson) Engl. & Diels,Combretaceae,Pteleopsis,myrtifolia,,,,Monogr. Afrik. Pflanzen-Fam. 4: 4 1900,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2411149,,FALSE,,,
Pterocapus antunesii,Pterocapus antunesii,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,56,1,wfo-0000172654,,Pterocarpus antunesii,SPECIES,wfo-4000031932,(Taub.) Harms,Fabaceae,Pterocarpus,antunesii,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-1885,,FALSE,,,
Pterocarpus angolensis,Pterocarpus angolensis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,57,1,wfo-0000172643,,Pterocarpus angolensis,SPECIES,wfo-4000031932,DC.,Fabaceae,Pterocarpus,angolensis,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-1884,,FALSE,,,
