ID,Submitted_Name,Order,Family,Genus,Species,Infrasp,Infraspecies,Authors,Status,LCVP_Accepted_Taxon,PL_Comparison,PL_Alternative,Score,Insertion,Deletion,Substitution
2259,Porterandia cladantha,Gentianales,Rubiaceae,Porterandia,cladantha,species, ,(K.Schum.) Keay,synonym,Aoranthe cladantha (K.Schum.) Somers,identical,,matched,0,0,0
2260,Porterandia nalaensis,Gentianales,Rubiaceae,Porterandia,nalaensis,species, ,(DeWild.) Keay,synonym,Aoranthe nalaensis (DeWild.) Somers,identical,,matched,0,0,0
2261,Posoqueria latifolia,Gentianales,Rubiaceae,Posoqueria,latifolia,species, ,(Rudge) Schult.,accepted,Posoqueria latifolia (Rudge) Schult.,identical,,matched,0,0,0
2262,Pothos scandens,Alismatales,Araceae,Pothos,scandens,species, ,L.,accepted,Pothos scandens L.,identical,,matched,0,0,0
2263,Poulsenia armat,Rosales,Moraceae,Poulsenia,armata,species, ,(Miq.) Standl.,accepted,Poulsenia armata (Miq.) Standl.,identical,,misspelling: Epithet,0,1,0
2264,Poulsenia armata,Rosales,Moraceae,Poulsenia,armata,species, ,(Miq.) Standl.,accepted,Poulsenia armata (Miq.) Standl.,identical,,matched,0,0,0
2265,Pouroma bicolor,,,,,,,,,,,,Genus name not found,0,0,0
2266,Pourouma aspera,Rosales,Urticaceae,Pourouma,aspera,species, ,Trécul,synonym,Pourouma bicolor Mart.,identical,,matched,0,0,0
2267,Pouteria amygdalina,Ericales,Sapotaceae,Pouteria,amygdalina,species, ,(Standl.) Baehni,accepted,Pouteria amygdalina (Standl.) Baehni,identical,,matched,0,0,0
2268,Pouteria campechiana,Ericales,Sapotaceae,Pouteria,campechiana,species, ,(Kunth) Baehni,accepted,Pouteria campechiana (Kunth) Baehni,identical,,matched,0,0,0
2269,Pouteria izabelensis,Ericales,Sapotaceae,Pouteria,izabalensis,species, ,(Standl.) Baehni,accepted,Pouteria izabalensis (Standl.) Baehni,identical,,misspelling: Epithet,0,0,1
2270,Pouteria macrantha,Ericales,Sapotaceae,Pouteria,macrantha,species, ,(Merr.) Baehni,synonym,Planchonella macrantha (Merr.) Swenson,synonym,,matched,0,0,0
2271,Pouteria mammosa,Ericales,Sapotaceae,Pouteria,mammosa,species, ,(L.) Cronquist,synonym,Manilkara zapota (L.) P.Royen,identical,,matched,0,0,0
2272,Pouteria reticulata,Ericales,Sapotaceae,Pouteria,reticulata,species, ,(Engl.) Eyma,accepted,Pouteria reticulata (Engl.) Eyma,identical,,matched,0,0,0
2273,Pouteria sapota,Ericales,Sapotaceae,Pouteria,sapota,species, ,(Jacq.) H.E.Moore & Stearn,accepted,Pouteria sapota (Jacq.) H.E.Moore & Stearn,identical,,matched,0,0,0
2274,Pouteria velutina,Ericales,Sapotaceae,Pouteria,velutina,species, ,(Elmer) Baehni,synonym,Planchonella velutina (Elmer) H.J.Lam,identical,,matched,0,0,0
2275,Preina angolensis,,,,,,,,,,,,Genus name not found,0,0,0
2276,Premna adenostica,Lamiales,Lamiaceae,Premna,adenosticta,species, ,Schauer,accepted,Premna adenosticta Schauer,identical,,misspelling: Epithet,0,1,0
2277,Premna harbacea,Lamiales,Lamiaceae,Premna,herbacea,species, ,Roxb.,accepted,Premna herbacea Roxb.,identical,,misspelling: Epithet,0,0,1
2278,Premna integrifolia,Lamiales,Lamiaceae,Premna,integrifolia,species, ,L.,synonym,Premna serratifolia L.,identical,,matched,0,0,0
2278,Premna integrifolia,Lamiales,Lamiaceae,Premna,integrifolia,species, ,Willd.,synonym,Premna serratifolia L.,identical,,matched,0,0,0
2279,Premna membranifolia,Lamiales,Lamiaceae,Premna,membranifolia,species, ,Merr.,accepted,Premna membranifolia Merr.,identical,,matched,0,0,0
2280,Premna nauseosa,Lamiales,Lamiaceae,Premna,nauseosa,species, ,Blanco,accepted,Premna nauseosa Blanco,identical,,matched,0,0,0
2281,Premna odorata,Lamiales,Lamiaceae,Premna,odorata,species, ,Blanco,accepted,Premna odorata Blanco,identical,,matched,0,0,0
2282,Premna subglabra,Lamiales,Lamiaceae,Premna,subglabra,species, ,Merr.,accepted,Premna subglabra Merr.,identical,,matched,0,0,0
2283,Premna zenkeri,Lamiales,Lamiaceae,Premna,zenkeri,species, ,Gürke,synonym,Premna angolensis Gürke,identical,,matched,0,0,0
2284,Prioria copaife,Fabales,Fabaceae,Prioria,copaifera,species, ,Griseb.,accepted,Prioria copaifera Griseb.,identical,,misspelling: Epithet,0,2,0
2285,Prioria copaifera,Fabales,Fabaceae,Prioria,copaifera,species, ,Griseb.,accepted,Prioria copaifera Griseb.,identical,,matched,0,0,0
2286,Prosopis africana,Fabales,Fabaceae,Prosopis,africana,species, ,(Guill. & Perr.) Taub.,accepted,Prosopis africana (Guill. & Perr.) Taub.,identical,,matched,0,0,0
2287,Prosopis chilensis,Fabales,Fabaceae,Prosopis,chilensis,species, ,(Molina) Stuntz,accepted,Prosopis chilensis (Molina) Stuntz,identical,,matched,0,0,0
2288,Prosopis julifl,Fabales,Fabaceae,Prosopis,juliflora,species, ,(Sw.) DC.,accepted,Prosopis juliflora (Sw.) DC.,identical,,misspelling: Epithet,0,3,0
2289,Prosopis juliflora,Fabales,Fabaceae,Prosopis,juliflora,species, ,(Sw.) DC.,accepted,Prosopis juliflora (Sw.) DC.,identical,,matched,0,0,0
2290,Prosopsis chilensis,,,,,,,,,,,,Genus name not found,0,0,0
2291,Protea angolensis,Proteales,Proteaceae,Protea,angolensis,species, ,Welw.,accepted,Protea angolensis Welw.,identical,,matched,0,0,0
2292,Protea welwitschii,Proteales,Proteaceae,Protea,welwitschii,species, ,Engl.,accepted,Protea welwitschii Engl.,identical,,matched,0,0,0
2293,Protium copal,Sapindales,Burseraceae,Protium,copal,species, ,(Cham. & Schltdl.) Engl.,accepted,Protium copal (Cham. & Schltdl.) Engl.,identical,,matched,0,0,0
2294,Protium costari,Sapindales,Burseraceae,Protium,costaricense,species, ,(Rose) Engl.,accepted,Protium costaricense (Rose) Engl.,identical,,misspelling: Epithet,0,5,0
2295,Protium glabrum,Sapindales,Burseraceae,Protium,glabrum,species, ,(Rose) Engl.,accepted,Protium glabrum (Rose) Engl.,identical,,matched,0,0,0
2296,Protium panamense,Sapindales,Burseraceae,Protium,panamense,species, ,(Rose) I.M.Johnst.,accepted,Protium panamense (Rose) I.M.Johnst.,identical,,matched,0,0,0
2297,Protium schippli,Sapindales,Burseraceae,Protium,schippii,species, ,Lundell,synonym,Protium confusum (Rose) Pittier,identical,,misspelling: Epithet,0,0,1
2298,Protium serratum,Sapindales,Burseraceae,Protium,serratum,species, ,(Wall. ex Colebr.) Engl.,accepted,Protium serratum (Wall. ex Colebr.) Engl.,identical,,matched,0,0,0
2299,Protium sessiliflorum,Sapindales,Burseraceae,Protium,sessiliflorum,species, ,(Rose) Standl.,synonym,Protium tenuifolium (Engl.) Engl.,identical,,matched,0,0,0
2300,Prunus africana,Rosales,Rosaceae,Prunus,africana,species, ,(Hook.f.) Kalkman,accepted,Prunus africana (Hook.f.) Kalkman,identical,,matched,0,0,0
2301,Prunus amygdalis,Rosales,Rosaceae,Prunus,amygdalus,species, ,(L.) Batsch,synonym,Prunus dulcis (Mill.) D.A.Webb,missing,,misspelling: Epithet,0,0,1
2301,Prunus amygdalis,Rosales,Rosaceae,Prunus,amygdalus,species, ,Batsch,synonym,Prunus dulcis (Mill.) D.A.Webb,identical,,misspelling: Epithet,0,0,1
2301,Prunus amygdalis,Rosales,Rosaceae,Prunus,amygdalus,species, ,Stokes,unresolved,unresolved,identical,,misspelling: Epithet,0,0,1
2302,Prunus armeniaca,Rosales,Rosaceae,Prunus,armeniaca,species, ,L.,accepted,Prunus armeniaca L.,identical,,matched,0,0,0
2303,Prunus avium,Rosales,Rosaceae,Prunus,avium,species, ,(L.) L.,accepted,Prunus avium (L.) L.,identical,,matched,0,0,0
2304,Prunus bracchyobotrya,Rosales,Rosaceae,Prunus,brachybotrya,species, ,Zucc.,accepted,Prunus brachybotrya Zucc.,unresolved,,misspelling: Epithet,2,0,0
2305,Prunus capuli,Rosales,Rosaceae,Prunus,capuli,species, ,Cav.,synonym,Prunus serotina Ehrh.,identical,,matched,0,0,0
2305,Prunus capuli,Rosales,Rosaceae,Prunus,capuli,species, ,Cav. ex Spreng.,synonym,Prunus serotina Ehrh.,identical,,matched,0,0,0
2306,Prunus cerasia,Rosales,Rosaceae,Prunus,cerasia,species, ,Blanche ex Post,accepted,Prunus cerasia Blanche ex Post,unresolved,,matched,0,0,0
2307,Prunus cerasifora,Rosales,Rosaceae,Prunus,cerasifera,species, ,Ehrh.,accepted,Prunus cerasifera Ehrh.,identical,,misspelling: Epithet,0,0,1
2308,Prunus domestica,Rosales,Rosaceae,Prunus,domestica,species, ,L.,accepted,Prunus domestica L.,identical,,matched,0,0,0
2309,Prunus grisea,Rosales,Rosaceae,Prunus,grisea,species, ,(Blume ex Müll.Berol.) Kalkman,accepted,Prunus grisea (Blume ex Müll.Berol.) Kalkman,identical,,matched,0,0,0
2310,Prunus javanica,Rosales,Rosaceae,Prunus,javanica,species, ,(Teijsm. & Binn.) Miq.,accepted,Prunus javanica (Teijsm. & Binn.) Miq.,identical,,matched,0,0,0
2311,Prunus persica,Rosales,Rosaceae,Prunus,persica,species, ,(L.) Batsch,accepted,Prunus persica (L.) Batsch,identical,,matched,0,0,0
2312,Prunus rubiginosa,Rosales,Rosaceae,Prunus,rubiginosa,species, ,(Elmer) Kalkman,accepted,Prunus rubiginosa (Elmer) Kalkman,identical,,matched,0,0,0
2313,Prunus salicina,Rosales,Rosaceae,Prunus,salicina,species, ,Lindl.,accepted,Prunus salicina Lindl.,identical,,matched,0,0,0
2314,Prunus sogdiana,Rosales,Rosaceae,Prunus,sogdiana,species, ,Vassilcz.,accepted,Prunus sogdiana Vassilcz.,identical,,matched,0,0,0
2315,Prunus ursina,Rosales,Rosaceae,Prunus,ursina,species, ,Kotschy,synonym,Prunus cocomilia Ten.,unresolved,,matched,0,0,0
2316,Pseudelephantopus spicatus,Asterales,Asteraceae,Pseudelephantopus,spicatus,species, ,(B.Juss. ex Aubl.) Rohr ex C.F.Baker,accepted,Pseudelephantopus spicatus (B.Juss. ex Aubl.) Rohr ex C.F.Baker,identical,,matched,0,0,0
2317,Pseudobombax ellipticum,Malvales,Bombacaceae,Pseudobombax,ellipticum,species, ,(Kunth) Dugand,accepted,Pseudobombax ellipticum (Kunth) Dugand,identical,,matched,0,0,0
2318,Pseudobombax septenatum,Malvales,Bombacaceae,Pseudobombax,septenatum,species, ,(Jacq.) Dugand,accepted,Pseudobombax septenatum (Jacq.) Dugand,identical,,matched,0,0,0
2319,Pseudocedrela kotschyi,Sapindales,Meliaceae,Pseudocedrela,kotschyi,species, ,(Schweinf.) Harms,accepted,Pseudocedrela kotschyi (Schweinf.) Harms,identical,,matched,0,0,0
2320,Pseudolachnostylis maprouneifolia,Malpighiales,Phyllanthaceae,Pseudolachnostylis,maprouneifolia,species, ,Pax,accepted,Pseudolachnostylis maprouneifolia Pax,identical,,matched,0,0,0
2321,Pseudolmedia oxyphyllaria,Rosales,Moraceae,Pseudolmedia,oxyphyllaria,species, ,Donn.Sm.,synonym,Pseudolmedia glabrata (Liebm.) C.C.Berg,identical,,matched,0,0,0
2322,Pseudolmedia simiarum,Rosales,Moraceae,Pseudolmedia,simiarum,species, ,Standl. & Steyerm.,synonym,Pseudolmedia glabrata (Liebm.) C.C.Berg,identical,,matched,0,0,0
2323,Pseudolmedia spuria,Rosales,Moraceae,Pseudolmedia,spuria,species, ,(Sw.) Griseb.,accepted,Pseudolmedia spuria (Sw.) Griseb.,identical,,matched,0,0,0
2324,Pseudospondias longifolia,Sapindales,Anacardiaceae,Pseudospondias,longifolia,species, ,Engl.,accepted,Pseudospondias longifolia Engl.,identical,,matched,0,0,0
2325,Pseudospondias microcarpa,Sapindales,Anacardiaceae,Pseudospondias,microcarpa,species, ,(A.Rich.) Engl.,accepted,Pseudospondias microcarpa (A.Rich.) Engl.,identical,,matched,0,0,0
2326,Psidium friedrichsthalianum,Myrtales,Myrtaceae,Psidium,friedrichsthalianum,species, ,(O.Berg) Nied.,accepted,Psidium friedrichsthalianum (O.Berg) Nied.,identical,,matched,0,0,0
2327,Psidium guajava,Myrtales,Myrtaceae,Psidium,guajava,species, ,L.,accepted,Psidium guajava L.,identical,,matched,0,0,0
2328,Psidium guayava,Myrtales,Myrtaceae,Psidium,guajava,species, ,L.,accepted,Psidium guajava L.,identical,,misspelling: Epithet,0,0,1
2329,Psidium sartorianum,Myrtales,Myrtaceae,Psidium,sartorianum,species, ,(O.Berg) Nied.,accepted,Psidium sartorianum (O.Berg) Nied.,identical,,matched,0,0,0
2330,Psoralea corylifolia,Fabales,Fabaceae,Psoralea,corylifolia,species, ,L.,synonym,Cullen corylifolium (L.) Medik.,identical,,matched,0,0,0
2331,Psorospermum aurantiascum,Malpighiales,Hypericaceae,Psorospermum,aurantiacum,species, ,Engl.,accepted,Psorospermum aurantiacum Engl.,identical,,misspelling: Epithet,1,0,0
2332,Psorospermum febrifugum,Malpighiales,Hypericaceae,Psorospermum,febrifugum,species, ,Spach,accepted,Psorospermum febrifugum Spach,identical,,matched,0,0,0
2333,Psuederanthemum bicolor,,,,,,,,,,,,Genus name not found,0,0,0
2334,Psychotoria versicolor,,,,,,,,,,,,Genus name not found,0,0,0
2335,Psychotria carthaginensis,Gentianales,Rubiaceae,Psychotria,carthagenensis,species, ,Jacq.,accepted,Psychotria carthagenensis Jacq.,identical,,misspelling: Epithet,0,0,1
2336,Psychotria luzoniensis,Gentianales,Rubiaceae,Psychotria,luzoniensis,species, ,(Cham. & Schltdl.) Fern.-Vill.,accepted,Psychotria luzoniensis (Cham. & Schltdl.) Fern.-Vill.,identical,,matched,0,0,0
2337,Pteleopsis anisoptera,Myrtales,Combretaceae,Pteleopsis,anisoptera,species, ,(Welw. ex M.A.Lawson) Engl. & Diels,synonym,Terminalia anisoptera (Welw. ex M.A.Lawson) Gere & Boatwr.,synonym,,matched,0,0,0
2338,Pteleopsis hylodendron,Myrtales,Combretaceae,Pteleopsis,hylodendron,species, ,Mildbr.,synonym,Terminalia hylodendron (Mildbr.) Gere & Boatwr.,synonym,,matched,0,0,0
2339,Pteleopsis myritifolia,Myrtales,Combretaceae,Pteleopsis,myrtifolia,species, ,(M.A.Lawson) Engl. & Diels,synonym,Terminalia myrtifolia (M.A.Lawson) Gere & Boatwr.,synonym,,misspelling: Epithet,1,0,0
2340,Pterocapus antunesii,,,,,,,,,,,,Genus name not found,0,0,0
2341,Pterocarpus angolensis,Fabales,Fabaceae,Pterocarpus,angolensis,species, ,DC.,accepted,Pterocarpus angolensis DC.,identical,,matched,0,0,0
2342,Pterocarpus brenanii,Fabales,Fabaceae,Pterocarpus,brenanii,species, ,Barbosa & Torre,accepted,Pterocarpus brenanii Barbosa & Torre,identical,,matched,0,0,0
2343,Pterocarpus chrysothrix,Fabales,Fabaceae,Pterocarpus,chrysothrix,species, ,Taub.,synonym,Pterocarpus tinctorius Welw.,identical,,matched,0,0,0
2344,Pterocarpus erinaceus,Fabales,Fabaceae,Pterocarpus,erinaceus,species, ,Poir.,accepted,Pterocarpus erinaceus Poir.,identical,,matched,0,0,0
2345,Pterocarpus hay,Fabales,Fabaceae,Pterocarpus,hockii,species, ,DeWild.,accepted,Pterocarpus hockii DeWild.,identical,,misspelling: Epithet,0,3,2
2346,Pterocarpus indicus,Fabales,Fabaceae,Pterocarpus,indicus,species, ,Willd.,accepted,Pterocarpus indicus Willd.,identical,,matched,0,0,0
2347,Pterocarpus lucens,Fabales,Fabaceae,Pterocarpus,lucens,species, ,Guill. & Perr.,accepted,Pterocarpus lucens Guill. & Perr.,identical,,matched,0,0,0
2348,Pterocarpus mildbraedii,Fabales,Fabaceae,Pterocarpus,mildbraedii,species, ,Harms,accepted,Pterocarpus mildbraedii Harms,identical,,matched,0,0,0
2349,Pterocarpus off,Fabales,Fabaceae,Pterocarpus,osun,species, ,Craib,accepted,Pterocarpus osun Craib,identical,,misspelling: Epithet,0,1,2
2350,Pterocarpus officinalis,Fabales,Fabaceae,Pterocarpus,officinalis,species, ,Jacq.,accepted,Pterocarpus officinalis Jacq.,identical,,matched,0,0,0
2351,Pterocarpus osun,Fabales,Fabaceae,Pterocarpus,osun,species, ,Craib,accepted,Pterocarpus osun Craib,identical,,matched,0,0,0
2352,Pterocarpus rohrii,Fabales,Fabaceae,Pterocarpus,rohrii,species, ,Vahl,accepted,Pterocarpus rohrii Vahl,identical,,matched,0,0,0
2353,Pterocarpus rotundifolius,Fabales,Fabaceae,Pterocarpus,rotundifolius,species, ,(Sond.) Druce,accepted,Pterocarpus rotundifolius (Sond.) Druce,identical,,matched,0,0,0
2354,Pterocarpus soyauxii,Fabales,Fabaceae,Pterocarpus,soyauxii,species, ,Taub.,accepted,Pterocarpus soyauxii Taub.,identical,,matched,0,0,0
2355,Pterocarpus tinctorius,Fabales,Fabaceae,Pterocarpus,tinctorius,species, ,Welw.,accepted,Pterocarpus tinctorius Welw.,identical,,matched,0,0,0
2356,Pterocarpus vidalianus,Fabales,Fabaceae,Pterocarpus,vidalianus,species, ,Rolfe,synonym,Pterocarpus indicus Willd.,identical,,matched,0,0,0
2357,Pterocymbium tinctorium,Malvales,Sterculiaceae,Pterocymbium,tinctorium,species, ,Merr.,accepted,Pterocymbium tinctorium Merr.,unresolved,,matched,0,0,0
2358,Pterospermum cumingii,Malvales,Pentapetaceae,Pterospermum,cummingii,species, ,Merr. & Rolfe,accepted,Pterospermum cummingii Merr. & Rolfe,unresolved,,misspelling: Epithet,0,1,0
2359,Pterospermum diversifolium,Malvales,Pentapetaceae,Pterospermum,diversifolium,species, ,Blume,accepted,Pterospermum diversifolium Blume,unresolved,,matched,0,0,0
2360,Pterospermum niveum,Malvales,Pentapetaceae,Pterospermum,niveum,species, ,Vidal,accepted,Pterospermum niveum Vidal,identical,,matched,0,0,0
2361,Pterospermum obliquum,Malvales,Pentapetaceae,Pterospermum,obliquum,species, ,Blanco,accepted,Pterospermum obliquum Blanco,unresolved,,matched,0,0,0
2362,Pterospermum semisagittatum,Malvales,Pentapetaceae,Pterospermum,semisagittatum,species, ,Buch.-Ham. ex Roxb.,accepted,Pterospermum semisagittatum Buch.-Ham. ex Roxb.,unresolved,,matched,0,0,0
2363,Pterospermum suberifolium,Malvales,Pentapetaceae,Pterospermum,suberifolium,species, ,(L.) Lam.,accepted,Pterospermum suberifolium (L.) Lam.,missing,,matched,0,0,0
2364,Pterygota alata,Malvales,Sterculiaceae,Pterygota,alata,species, ,(Roxb.) R.Br.,accepted,Pterygota alata (Roxb.) R.Br.,identical,,matched,0,0,0
2365,Pterygota bequaertii,Malvales,Sterculiaceae,Pterygota,bequaertii,species, ,DeWild.,accepted,Pterygota bequaertii DeWild.,identical,,matched,0,0,0
2366,Pterygota macrocarpa,Malvales,Sterculiaceae,Pterygota,macrocarpa,species, ,K.Schum.,accepted,Pterygota macrocarpa K.Schum.,identical,,matched,0,0,0
2367,Ptychopyxis philippina,Malpighiales,Euphorbiaceae,Ptychopyxis,philippina,species, ,Croizat,synonym,Ptychopyxis bacciformis Croizat,synonym,,matched,0,0,0
2368,Punica granatum,Myrtales,Lythraceae,Punica,granatum,species, ,L.,accepted,Punica granatum L.,identical,,matched,0,0,0
2369,Pycnanthus angolensis,Magnoliales,Myristicaceae,Pycnanthus,angolensis,species, ,(Welw.) Warb.,accepted,Pycnanthus angolensis (Welw.) Warb.,identical,,matched,0,0,0
2370,Pycnanthus marchalianus,Magnoliales,Myristicaceae,Pycnanthus,marchalianus,species, ,Ghesq.,accepted,Pycnanthus marchalianus Ghesq.,identical,,matched,0,0,0
2371,Pygeum vulgari,Rosales,Rosaceae,Pygeum,vulgare,species, ,(Koehne) Merr.,synonym,Prunus grisea (Blume ex Müll.Berol.) Kalkman,identical,,misspelling: Epithet,0,0,1
2372,Pyrus comminus,Rosales,Rosaceae,Pyrus,communis,species, ,L.,accepted,Pyrus communis L.,identical,,misspelling: Epithet,0,0,2
2373,Pyrus communis,Rosales,Rosaceae,Pyrus,communis,species, ,L.,accepted,Pyrus communis L.,identical,,matched,0,0,0
2374,Pyrus syriaca,Rosales,Rosaceae,Pyrus,syriaca,species, ,Boiss.,accepted,Pyrus syriaca Boiss.,identical,,matched,0,0,0
2375,Quararibea aste,Malvales,Bombacaceae,Quararibea,castano,species, ,(H.Karst. & Triana) Cuatrec.,synonym,Matisia castano H.Karst. & Triana,synonym,,misspelling: Epithet,0,3,1
2376,Quararibea fieldii,Malvales,Bombacaceae,Quararibea,fieldii,species, ,Millsp.,synonym,Quararibea funebris (LaLlave) Vischer,identical,,matched,0,0,0
2377,Quararibea funebris,Malvales,Bombacaceae,Quararibea,funebris,species, ,(LaLlave) Vischer,accepted,Quararibea funebris (LaLlave) Vischer,identical,,matched,0,0,0
2378,Quassia amara,Sapindales,Simaroubaceae,Quassia,amara,species, ,L.,accepted,Quassia amara L.,identical,,matched,0,0,0
2379,Quercus aaata,Fagales,Fagaceae,Quercus,aaata,species, ,C.H.Mull.,synonym,Quercus lancifolia Cham. & Schltdl.,identical,,matched,0,0,0
2380,Quercus acatanangensis,Fagales,Fagaceae,Quercus,acatenangensis,species, ,Trel.,synonym,Quercus ocoteifolia Liebm.,identical,,misspelling: Epithet,0,0,1
2381,Quercus acatenangensis,Fagales,Fagaceae,Quercus,acatenangensis,species, ,Trel.,synonym,Quercus ocoteifolia Liebm.,identical,,matched,0,0,0
2382,Quercus acuminata,Fagales,Fagaceae,Quercus,acuminata,species, ,(Michx.) Sarg.,synonym,Quercus muehlenbergii Engelm.,identical,,matched,0,0,0
2382,Quercus acuminata,Fagales,Fagaceae,Quercus,acuminata,species, ,Endl.,synonym,Lithocarpus korthalsii (Endl.) Soepadmo,identical,,matched,0,0,0
2382,Quercus acuminata,Fagales,Fagaceae,Quercus,acuminata,species, ,M.Martens & Galeotti,synonym,Quercus candicans Née,identical,,matched,0,0,0
2382,Quercus acuminata,Fagales,Fagaceae,Quercus,acuminata,species, ,Roxb.,synonym,Lithocarpus acuminatus (Roxb.) Rehder,identical,,matched,0,0,0
2383,Quercus acuta,Fagales,Fagaceae,Quercus,acuta,species, ,Thunb.,accepted,Quercus acuta Thunb.,identical,,matched,0,0,0
2384,Quercus benthami,Fagales,Fagaceae,Quercus,benthamii,species, ,A.DC.,accepted,Quercus benthamii A.DC.,identical,,misspelling: Epithet,0,1,0
2385,Quercus brachystachys,Fagales,Fagaceae,Quercus,brachystachys,species, ,Benth.,synonym,Quercus crassifolia Kunth,identical,,matched,0,0,0
2386,Quercus brantii,Fagales,Fagaceae,Quercus,brantii,species, ,Lindl.,accepted,Quercus brantii Lindl.,identical,,matched,0,0,0
2387,Quercus brenesii,Fagales,Fagaceae,Quercus,brenesii,species, ,Trel.,accepted,Quercus brenesii Trel.,identical,,matched,0,0,0
2388,Quercus calliprinos,Fagales,Fagaceae,Quercus,calliprinos,species, ,Webb,synonym,Quercus coccifera L.,identical,,matched,0,0,0
2389,Quercus candicans,Fagales,Fagaceae,Quercus,candicans,species, ,Née,accepted,Quercus candicans Née,identical,,matched,0,0,0
2390,Quercus cerris,Fagales,Fagaceae,Quercus,cerris,species, ,L.,accepted,Quercus cerris L.,identical,,matched,0,0,0
2391,Quercus conspersa,Fagales,Fagaceae,Quercus,conspersa,species, ,Benth.,accepted,Quercus conspersa Benth.,identical,,matched,0,0,0
2392,Quercus copeyen,Fagales,Fagaceae,Quercus,copeyensis,species, ,C.H.Mull.,accepted,Quercus copeyensis C.H.Mull.,identical,,misspelling: Epithet,0,3,0
2393,Quercus corrugata,Fagales,Fagaceae,Quercus,corrugata,species, ,Hook.,synonym,Quercus lancifolia Cham. & Schltdl.,identical,,matched,0,0,0
