ID,Submitted_Name,Order,Family,Genus,Species,Infrasp,Infraspecies,Authors,Status,LCVP_Accepted_Taxon,PL_Comparison,PL_Alternative,Score,Insertion,Deletion,Substitution
100,Albizia caribaea,Fabales,Fabaceae,Albizia,caribaea,species, ,(Urb.) Britton & Rose,synonym,Albizia niopoides (Benth.) Burkart,identical,,matched,0,0,0
101,Albizia chinensis,Fabales,Fabaceae,Albizia,chinensis,species, ,(Osbeck) Merr.,accepted,Albizia chinensis (Osbeck) Merr.,identical,,matched,0,0,0
102,Albizia coriaria,Fabales,Fabaceae,Albizia,coriaria,species, ,Oliv.,accepted,Albizia coriaria Oliv.,identical,,matched,0,0,0
103,Albizia ferruginea,Fabales,Fabaceae,Albizia,ferruginea,species, ,(Guill. & Perr.) Benth.,accepted,Albizia ferruginea (Guill. & Perr.) Benth.,identical,,matched,0,0,0
104,Albizia glaberrima,Fabales,Fabaceae,Albizia,glaberrima,species, ,(Schumach. & Thonn.) Benth.,accepted,Albizia glaberrima (Schumach. & Thonn.) Benth.,identical,,matched,0,0,0
105,Albizia glabrescens,Fabales,Fabaceae,Albizia,glabrescens,species, ,Oliv.,synonym,Inga glaberrima (Schumach. & Thonn.) Roberty,other synonym,Albizia glaberrima (Schumach. & Thonn.) Benth.,matched,0,0,0
106,Albizia guachapale,Fabales,Fabaceae,Albizia,guachapele,species, ,(Kunth) Dugand,accepted,Albizia guachapele (Kunth) Dugand,identical,,misspelling: Epithet,0,0,1
107,Albizia guachepele,Fabales,Fabaceae,Albizia,guachapele,species, ,(Kunth) Dugand,accepted,Albizia guachapele (Kunth) Dugand,identical,,misspelling: Epithet,0,0,1
108,Albizia harveyi,Fabales,Fabaceae,Albizia,harveyi,species, ,E.Fourn.,accepted,Albizia harveyi E.Fourn.,identical,,matched,0,0,0
109,Albizia laurentii,Fabales,Fabaceae,Albizia,laurentii,species, ,DeWild.,accepted,Albizia laurentii DeWild.,identical,,matched,0,0,0
110,Albizia lebbeck,Fabales,Fabaceae,Albizia,lebbeck,species, ,(L.) Benth.,accepted,Albizia lebbeck (L.) Benth.,identical,,matched,0,0,0
111,Albizia lebbekoides,Fabales,Fabaceae,Albizia,lebbekoides,species, ,(DC.) Benth.,accepted,Albizia lebbekoides (DC.) Benth.,identical,,matched,0,0,0
112,Albizia odoratissimus,Fabales,Fabaceae,Albizia,odoratissima,species, ,(L.f.) Benth.,accepted,Albizia odoratissima (L.f.) Benth.,identical,,misspelling: Epithet,1,0,1
113,Albizia procera,Fabales,Fabaceae,Albizia,procera,species, ,(Roxb.) Benth.,accepted,Albizia procera (Roxb.) Benth.,identical,,matched,0,0,0
114,Albizia retusa,Fabales,Fabaceae,Albizia,retusa,species, ,Benth.,accepted,Albizia retusa Benth.,identical,,matched,0,0,0
115,Albizia richardiana,Fabales,Fabaceae,Albizia,richardiana,species, ,(Voigt) King & Prain,accepted,Albizia richardiana (Voigt) King & Prain,identical,,matched,0,0,0
116,Albizia saponaria,Fabales,Fabaceae,Albizia,saponaria,species, ,(Lour.) Miq.,accepted,Albizia saponaria (Lour.) Miq.,identical,,matched,0,0,0
117,Albizia versicolor,Fabales,Fabaceae,Albizia,versicolor,species, ,Welw. ex Oliv.,accepted,Albizia versicolor Welw. ex Oliv.,different authors,,matched,0,0,0
118,Albizia zygia,Fabales,Fabaceae,Albizia,zygia,species, ,(DC.) J.F.Macbr.,accepted,Albizia zygia (DC.) J.F.Macbr.,identical,,matched,0,0,0
119,Alcalypha diversifolia,,,,,,,,,,,,Genus name not found,0,0,0
120,Alchornea cordifolia,Malpighiales,Euphorbiaceae,Alchornea,cordifolia,species, ,(Schumach. & Thonn.) Müll.Arg.,accepted,Alchornea cordifolia (Schumach. & Thonn.) Müll.Arg.,identical,,matched,0,0,0
121,Alchornea costa,Malpighiales,Euphorbiaceae,Alchornea,cordata,species, ,(A.Juss.) Müll.Arg.,synonym,Aparisthmium cordatum (A.Juss.) Baill.,identical,,misspelling: Epithet,0,2,1
121,Alchornea costa,Malpighiales,Euphorbiaceae,Alchornea,cordata,species, ,Benth.,synonym,Alchornea cordifolia (Schumach. & Thonn.) Müll.Arg.,identical,,misspelling: Epithet,0,2,1
122,Alchornea latifolia,Malpighiales,Euphorbiaceae,Alchornea,latifolia,species, ,Sw.,accepted,Alchornea latifolia Sw.,identical,,matched,0,0,0
123,Alchornea rugosa,Malpighiales,Euphorbiaceae,Alchornea,rugosa,species, ,(Lour.) Müll.Arg.,accepted,Alchornea rugosa (Lour.) Müll.Arg.,identical,,matched,0,0,0
124,Alectryon excisus,Sapindales,Sapindaceae,Alectryon,excisus,species, ,Radlk.,synonym,Alectryon glabrum Radlk.,synonym,,matched,0,0,0
125,Aleurites moluccana,Malpighiales,Euphorbiaceae,Aleurites,moluccanus,species, ,(L.) Willd.,accepted,Aleurites moluccanus (L.) Willd.,identical,,misspelling: Epithet,0,1,1
126,Alibertia edulis,Gentianales,Rubiaceae,Alibertia,edulis,species, ,(Rich.) A.Rich. ex DC.,accepted,Alibertia edulis (Rich.) A.Rich. ex DC.,identical,,matched,0,0,0
127,Allaeanthus luzonicus,Rosales,Moraceae,Allaeanthus,luzonicus,species, ,(Blanco) Fern.-Vill.,synonym,Broussonetia luzonica (Blanco) Bureau,identical,,matched,0,0,0
128,Allanblackia floribunda,Malpighiales,Clusiaceae,Allanblackia,floribunda,species, ,Oliv.,accepted,Allanblackia floribunda Oliv.,identical,,matched,0,0,0
129,Allanblackia gabonensis,Malpighiales,Clusiaceae,Allanblackia,gabonensis,species, ,(Pellegr.) Bamps,accepted,Allanblackia gabonensis (Pellegr.) Bamps,identical,,matched,0,0,0
130,Allanblackia kisonghi,Malpighiales,Clusiaceae,Allanblackia,kisonghi,species, ,Vermoesen,accepted,Allanblackia kisonghi Vermoesen,identical,,matched,0,0,0
131,Allophyllus africanus,,,,,,,,,,,,Genus name not found,0,0,0
132,Allophyllus grossendentatus,,,,,,,,,,,,Genus name not found,0,0,0
133,Allophyllus occidentalis,,,,,,,,,,,,Genus name not found,0,0,0
134,Allophylus occi,Sapindales,Sapindaceae,Allophylus,obliquus,species, ,Radlk.,synonym,Allophylus cobbe (L.) Blume,synonym,,misspelling: Epithet,0,4,2
135,Alnus acuminata,Fagales,Betulaceae,Alnus,acuminata,species, ,Kunth,accepted,Alnus acuminata Kunth,identical,,matched,0,0,0
136,Alnus arguta,Fagales,Betulaceae,Alnus,arguta,species, ,(Schltdl.) Spach,synonym,Alnus acuminata Kunth,identical,,matched,0,0,0
137,Alnus firmifolia,Fagales,Betulaceae,Alnus,firmifolia,species, ,Fernald,synonym,Alnus jorullensis Kunth,identical,,matched,0,0,0
138,Alnus jorullensis,Fagales,Betulaceae,Alnus,jorullensis,species, ,Kunth,accepted,Alnus jorullensis Kunth,identical,,matched,0,0,0
139,Alnus orientalis,Fagales,Betulaceae,Alnus,orientalis,species, ,Decne.,accepted,Alnus orientalis Decne.,identical,,matched,0,0,0
140,Alphitonia philippinensis,Rosales,Rhamnaceae,Alphitonia,philippinensis,species, ,Braid,synonym,Alphitonia incana (Roxb.) Teijsm. & Binn. ex Kurz,synonym,,matched,0,0,0
141,Alpinia nigra,Zingiberales,Zingiberaceae,Alpinia,nigra,species, ,(Gaertn.) Burtt,accepted,Alpinia nigra (Gaertn.) Burtt,identical,,matched,0,0,0
142,Alseis yucatanensis,Gentianales,Rubiaceae,Alseis,yucatanensis,species, ,Standl.,accepted,Alseis yucatanensis Standl.,identical,,matched,0,0,0
143,Alstonia boonei,Gentianales,Apocynaceae,Alstonia,boonei,species, ,DeWild.,accepted,Alstonia boonei DeWild.,identical,,matched,0,0,0
144,Alstonia congensis,Gentianales,Apocynaceae,Alstonia,congensis,species, ,Engl.,accepted,Alstonia congensis Engl.,identical,,matched,0,0,0
145,Alstonia macrophylla,Gentianales,Apocynaceae,Alstonia,macrophylla,species, ,Wall. ex G.Don,accepted,Alstonia macrophylla Wall. ex G.Don,identical,,matched,0,0,0
146,Alstonia macrophylla var. mollis,Gentianales,Apocynaceae,Alstonia,macrophylla,var.,mollis,Merr.,synonym,Alstonia oblongifolia Merr.,other synonym,Alstonia macrophylla Wall. ex G.Don,matched,0,0,0
147,Alstonia macropyhlla,Gentianales,Apocynaceae,Alstonia,macrophylla,species, ,Wall. ex G.Don,accepted,Alstonia macrophylla Wall. ex G.Don,identical,,misspelling: Epithet,1,1,0
148,Alstonia paucinervia,Gentianales,Apocynaceae,Alstonia,paucinervia,species, ,Merr.,accepted,Alstonia paucinervia Merr.,synonym,Alstonia macrophylla Wall. ex G.Don,matched,0,0,0
149,Alstonia scholaris,Gentianales,Apocynaceae,Alstonia,scholaris,species, ,(L.) R.Br.,accepted,Alstonia scholaris (L.) R.Br.,identical,,matched,0,0,0
150,Alvaradoa amorphoides,Picramniales,Picramniaceae,Alvaradoa,amorphoides,species, ,Liebm.,accepted,Alvaradoa amorphoides Liebm.,identical,,matched,0,0,0
151,Alyxia luzoniensis,Gentianales,Apocynaceae,Alyxia,luzoniensis,species, ,Merr.,accepted,Alyxia luzoniensis Merr.,identical,,matched,0,0,0
152,Amaioua carimbosa,Gentianales,Rubiaceae,Amaioua,corymbosa,species, ,Kunth,accepted,Amaioua corymbosa Kunth,identical,,misspelling: Epithet,0,0,2
153,Amaioua corymbosa,Gentianales,Rubiaceae,Amaioua,corymbosa,species, ,Kunth,accepted,Amaioua corymbosa Kunth,identical,,matched,0,0,0
154,Amanoa guianensis,Malpighiales,Phyllanthaceae,Amanoa,guianensis,species, ,Aubl.,accepted,Amanoa guianensis Aubl.,identical,,matched,0,0,0
155,Amaranthus spinosus,Caryophyllales,Amaranthaceae,Amaranthus,spinosus,species, ,L.,accepted,Amaranthus spinosus L.,identical,,matched,0,0,0
156,Amaranthus tricolor,Caryophyllales,Amaranthaceae,Amaranthus,tricolor,species, ,L.,accepted,Amaranthus tricolor L.,identical,,matched,0,0,0
157,Amblygonocarpus andongensis,Fabales,Fabaceae,Amblygonocarpus,andongensis,species, ,(Welw. ex Oliv.) Exell & Torre,accepted,Amblygonocarpus andongensis (Welw. ex Oliv.) Exell & Torre,different authors,,matched,0,0,0
158,Amomum aromaticum,Zingiberales,Zingiberaceae,Amomum,aromaticum,species, ,Roxb.,synonym,Wurfbainia aromatica (Roxb.) Škornick. & A.D.Poulsen,synonym,,matched,0,0,0
159,Amoora cucullata,Sapindales,Meliaceae,Amoora,cucullata,species, ,Roxb.,synonym,Aglaia cucullata (Roxb.) Pellegr.,identical,,matched,0,0,0
160,Amoora wallichii,Sapindales,Meliaceae,Amoora,wallichii,species, ,King,synonym,Aglaia spectabilis (Miq.) S.S.Jain & Bennet,identical,,matched,0,0,0
161,Ampelocera hottlei,Rosales,Ulmaceae,Ampelocera,hottlei,species, ,(Standl.) Standl.,accepted,Ampelocera hottlei (Standl.) Standl.,identical,,matched,0,0,0
162,Amphimas ferrugineus,Fabales,Fabaceae,Amphimas,ferrugineus,species, ,Pellegr.,accepted,Amphimas ferrugineus Pellegr.,identical,,matched,0,0,0
163,Amphimas pterocarpoides,Fabales,Fabaceae,Amphimas,pterocarpoides,species, ,Harms,accepted,Amphimas pterocarpoides Harms,identical,,matched,0,0,0
164,Amphipterygium adstringens,Sapindales,Anacardiaceae,Amphipterygium,adstringens,species, ,(Schltdl.) Schiede ex Standl.,accepted,Amphipterygium adstringens (Schltdl.) Schiede ex Standl.,different authors,,matched,0,0,0
165,Amygdalus communis,Rosales,Rosaceae,Amygdalus,communis,species, ,Bunge,synonym,Prunus davidiana (Carrière) Franch.,identical,,matched,0,0,0
165,Amygdalus communis,Rosales,Rosaceae,Amygdalus,communis,species, ,L.,synonym,Prunus dulcis (Mill.) D.A.Webb,identical,,matched,0,0,0
165,Amygdalus communis,,,Amygdalus,communis,species, ,Poit. & Turpin,unresolved,unresolved,identical,,matched,0,0,0
166,Amyris barbata,Sapindales,Rutaceae,Amyris,barbata,species, ,Lundell,accepted,Amyris barbata Lundell,identical,,matched,0,0,0
167,Amyris sylvatica,Sapindales,Rutaceae,Amyris,sylvatica,species, ,Jacq.,accepted,Amyris sylvatica Jacq.,identical,,matched,0,0,0
168,Anacardium excelsum,Sapindales,Anacardiaceae,Anacardium,excelsum,species, ,(Bertero ex Kunth) Skeels,accepted,Anacardium excelsum (Bertero ex Kunth) Skeels,identical,,matched,0,0,0
169,Anacardium occi,Sapindales,Anacardiaceae,Anacardium,orientale,species, ,Steud.,synonym,Semecarpus anacardium L.f.,identical,,misspelling: Epithet,1,6,1
170,Anacardium occidentale,Sapindales,Anacardiaceae,Anacardium,occidentale,species, ,L.,accepted,Anacardium occidentale L.,identical,,matched,0,0,0
171,Anamirta cocculus,Ranunculales,Menispermaceae,Anamirta,cocculus,species, ,(L.) Wight & Arn.,accepted,Anamirta cocculus (L.) Wight & Arn.,identical,,matched,0,0,0
172,Andira galeottiana,Fabales,Fabaceae,Andira,galeottiana,species, ,Standl.,accepted,Andira galeottiana Standl.,identical,,matched,0,0,0
173,Andira inermis,Fabales,Fabaceae,Andira,inermis,species, ,(W.Wright) DC.,accepted,Andira inermis (W.Wright) DC.,different authors,,matched,0,0,0
174,Andira jamaicensis,Fabales,Fabaceae,Andira,jamaicensis,species, ,(Wright) Urb.,synonym,Andira inermis (W.Wright) DC.,different authors,Andira inermis (Wright) DC.,matched,0,0,0
175,Angylocalyx pynaertii,Fabales,Fabaceae,Angylocalyx,pynaertii,species, ,DeWild.,accepted,Angylocalyx pynaertii DeWild.,identical,,matched,0,0,0
176,Angylocalyx zenkeri,Fabales,Fabaceae,Angylocalyx,zenkeri,species, ,Harms,synonym,Angylocalyx pynaertii DeWild.,identical,,matched,0,0,0
177,Aningeria altissima,Ericales,Sapotaceae,Aningeria,altissima,species, ,(A.Chev.) Aubrév. & Pellegr.,synonym,Pouteria altissima (A.Chev.) Baehni,identical,,matched,0,0,0
178,Aningeria robusta,Ericales,Sapotaceae,Aningeria,robusta,species, ,(A.Chev.) Aubrév. & Pellegr.,synonym,Pouteria pierrei (A.Chev.) Baehni,identical,,matched,0,0,0
179,Anisophyllea boehmii,Cucurbitales,Anisophylleaceae,Anisophyllea,boehmii,species, ,Engl.,accepted,Anisophyllea boehmii Engl.,identical,,matched,0,0,0
180,Anisophyllea polyneura,Cucurbitales,Anisophylleaceae,Anisophyllea,polyneura,species, ,Floret,accepted,Anisophyllea polyneura Floret,identical,,matched,0,0,0
181,Anisoptera aurea,Malvales,Dipterocarpaceae,Anisoptera,aurea,species, ,Foxw.,accepted,Anisoptera aurea Foxw.,identical,,matched,0,0,0
182,Anisoptera curtissii,Malvales,Dipterocarpaceae,Anisoptera,curtisiae,species, ,Dyer ex King,synonym,Anisoptera aurea Foxw.,synonym,,misspelling: Epithet,1,1,1
183,Anisoptera scaphula,Malvales,Dipterocarpaceae,Anisoptera,scaphula,species, ,(Roxb.) Kurz,accepted,Anisoptera scaphula (Roxb.) Kurz,identical,,matched,0,0,0
184,Anisoptera thurifera,Malvales,Dipterocarpaceae,Anisoptera,thurifera,species, ,(Blanco) Blume,accepted,Anisoptera thurifera (Blanco) Blume,identical,,matched,0,0,0
185,Anispotera scaphula,,,,,,,,,,,,Genus name not found,0,0,0
186,Annona cherimola,Magnoliales,Annonaceae,Annona,cherimola,species, ,Mill.,accepted,Annona cherimola Mill.,identical,,matched,0,0,0
187,Annona divers,Magnoliales,Annonaceae,Annona,diversifolia,species, ,Saff.,synonym,Annona macroprophyllata Donn.Sm.,identical,,misspelling: Epithet,0,6,0
187,Annona divers,Fabales,Polygalaceae,Monnina,diversifolia,species, ,Klotzsch ex A.W.Benn.,synonym,Monnina cuneata A.St.-Hil.,unresolved,,misspelling: Epithet,0,6,0
187,Annona divers,Magnoliales,Annonaceae,Unona,diversifolia,species, ,Span.,synonym,Mitrephora diversifolia Miq.,unresolved,,misspelling: Epithet,0,6,0
188,Annona diversifolia,Magnoliales,Annonaceae,Annona,diversifolia,species, ,Saff.,synonym,Annona macroprophyllata Donn.Sm.,identical,,matched,0,0,0
189,Annona glabra,Magnoliales,Annonaceae,Annona,glabra,species, ,L.,accepted,Annona glabra L.,identical,,matched,0,0,0
190,Annona muricata,Magnoliales,Annonaceae,Annona,muricata,species, ,L.,accepted,Annona muricata L.,identical,,matched,0,0,0
191,Annona primigenia,Magnoliales,Annonaceae,Annona,primigenia,species, ,Standl. & Steyerm.,accepted,Annona primigenia Standl. & Steyerm.,synonym,Annona reticulata L.,matched,0,0,0
192,Annona purpurea,Magnoliales,Annonaceae,Annona,purpurea,species, ,Sessé & Moc. ex Dunal,accepted,Annona purpurea Sessé & Moc. ex Dunal,identical,,matched,0,0,0
193,Annona reticulata,Magnoliales,Annonaceae,Annona,reticulata,species, ,L.,accepted,Annona reticulata L.,identical,,matched,0,0,0
194,Annona scleroderma,Magnoliales,Annonaceae,Annona,scleroderma,species, ,Saff.,synonym,Annona liebmanniana Baill.,synonym,,matched,0,0,0
195,Annona senegalensis,Magnoliales,Annonaceae,Annona,senegalensis,species, ,Pers.,accepted,Annona senegalensis Pers.,identical,,matched,0,0,0
196,Annona squamosa,Magnoliales,Annonaceae,Annona,squamosa,species, ,L.,accepted,Annona squamosa L.,identical,,matched,0,0,0
197,Anogeissus leiocarpus,Myrtales,Combretaceae,Anogeissus,leiocarpus,species, ,(DC.) Guill. & Perr.,synonym,Terminalia schimperi (Hochst. ex Hutch. & Dalziel) Gere & Boatwr.,other synonym,Anogeissus leiocarpa (DC.) Guill. & Perr.,matched,0,0,0
198,Anonidium mannii,Magnoliales,Annonaceae,Anonidium,mannii,species, ,(Oliv.) Engl. & Diels,accepted,Anonidium mannii (Oliv.) Engl. & Diels,identical,,matched,0,0,0
199,Anopyxis klaineana,Malpighiales,Rhizophoraceae,Anopyxis,klaineana,species, ,(Pierre) Pierre ex Engl.,accepted,Anopyxis klaineana (Pierre) Pierre ex Engl.,identical,,matched,0,0,0
200,Anthocephallus cadamba,,,,,,,,,,,,Genus name not found,0,0,0
201,Anthocephalus cadamba,Gentianales,Rubiaceae,Anthocephalus,cadamba,species, ,(Roxb.) Miq.,synonym,Neolamarckia cadamba (Roxb.) Bosser,identical,,matched,0,0,0
202,Anthocephalus chinensis,Gentianales,Rubiaceae,Anthocephalus,chinensis,species, ,(Lam.) Hassk.,synonym,Breonia chinensis (Lam.) Capuron,identical,,matched,0,0,0
202,Anthocephalus chinensis,Gentianales,Rubiaceae,Anthocephalus,chinensis,species, ,Walp.,synonym,Neonauclea purpurea (Roxb.) Merr.,identical,,matched,0,0,0
203,Anthocleista schweinfurthii,Gentianales,Gentianaceae,Anthocleista,schweinfurthii,species, ,Gilg,accepted,Anthocleista schweinfurthii Gilg,identical,,matched,0,0,0
204,Anthocleista vogelii,Gentianales,Gentianaceae,Anthocleista,vogelii,species, ,Planch.,accepted,Anthocleista vogelii Planch.,identical,,matched,0,0,0
205,Anthodiscus cho,Malpighiales,Caryocaraceae,Anthodiscus,montanus,species, ,Gleason,accepted,Anthodiscus montanus Gleason,identical,,misspelling: Epithet,1,6,1
205,Anthodiscus cho,Malpighiales,Caryocaraceae,Anthodiscus,obovatus,species, ,Benth. ex Wittm.,accepted,Anthodiscus obovatus Benth. ex Wittm.,identical,,misspelling: Epithet,0,5,2
206,Anthonotha ferruginea,Fabales,Fabaceae,Anthonotha,ferruginea,species, ,(Harms) J.Léonard,accepted,Anthonotha ferruginea (Harms) J.Léonard,identical,,matched,0,0,0
207,Anthonotha fragrans,Fabales,Fabaceae,Anthonotha,fragrans,species, ,(Baker.f.) Exell & Hillc.,accepted,Anthonotha fragrans (Baker.f.) Exell & Hillc.,identical,,matched,0,0,0
208,Anthonotha lamprophylla,Fabales,Fabaceae,Anthonotha,lamprophylla,species, ,(Harms) J.Léonard,accepted,Anthonotha lamprophylla (Harms) J.Léonard,identical,,matched,0,0,0
209,Anthonotha macrophylla,Fabales,Fabaceae,Anthonotha,macrophylla,species, ,P.Beauv.,accepted,Anthonotha macrophylla P.Beauv.,identical,,matched,0,0,0
210,Anthostema aubryanum,Malpighiales,Euphorbiaceae,Anthostema,aubryanum,species, ,Baill.,accepted,Anthostema aubryanum Baill.,identical,,matched,0,0,0
211,Antiaris africana,Rosales,Moraceae,Antiaris,africana,species, ,Engl.,synonym,Antiaris toxicaria Lesch.,identical,,matched,0,0,0
212,Antiaris toxicaria,Rosales,Moraceae,Antiaris,toxicaria,species, ,Lesch.,accepted,Antiaris toxicaria Lesch.,identical,,matched,0,0,0
213,Antiaris welwitchii,Rosales,Moraceae,Antiaris,welwitschii,species, ,Engl.,synonym,Antiaris toxicaria Lesch.,identical,,misspelling: Epithet,0,1,0
214,Antiaris welwitschii,Rosales,Moraceae,Antiaris,welwitschii,species, ,Engl.,synonym,Antiaris toxicaria Lesch.,identical,,matched,0,0,0
215,Antidesma bunius,Malpighiales,Phyllanthaceae,Antidesma,bunius,species, ,(L.) Spreng.,accepted,Antidesma bunius (L.) Spreng.,identical,,matched,0,0,0
216,Antidesma cumingii,Malpighiales,Phyllanthaceae,Antidesma,cummingii,species, ,Müll.Arg.,synonym,Antidesma tomentosum Blume,identical,,misspelling: Epithet,0,1,0
217,Antidesma ghaesembilla,Malpighiales,Phyllanthaceae,Antidesma,ghaesembilla,species, ,Gaertn.,accepted,Antidesma ghaesembilla Gaertn.,identical,,matched,0,0,0
218,Antidesma ilocanum,Malpighiales,Phyllanthaceae,Antidesma,ilocanum,species, ,Merr.,synonym,Antidesma tomentosum Blume,identical,,matched,0,0,0
219,Antidesma impressinerve,Malpighiales,Phyllanthaceae,Antidesma,impressinerve,species, ,Merr.,synonym,Antidesma tomentosum Blume,identical,,matched,0,0,0
220,Antidesma laciniatum,Malpighiales,Phyllanthaceae,Antidesma,laciniatum,species, ,Müll.Arg.,accepted,Antidesma laciniatum Müll.Arg.,identical,,matched,0,0,0
221,Antidesma membranaosum,Malpighiales,Phyllanthaceae,Antidesma,membranaceum,species, ,Müll.Arg.,accepted,Antidesma membranaceum Müll.Arg.,identical,,misspelling: Epithet,0,0,2
222,Antidesma nitidum,Malpighiales,Phyllanthaceae,Antidesma,nitidum,species, ,Tul.,synonym,Antidesma montanum Blume,identical,,matched,0,0,0
223,Antidesma pentandrum,Malpighiales,Phyllanthaceae,Antidesma,pentandrum,species, ,(Blanco) Merr.,synonym,Antidesma montanum Blume,identical,,matched,0,0,0
224,Antidesma venosum,Malpighiales,Phyllanthaceae,Antidesma,venosum,species, ,E.Mey. ex Tul.,accepted,Antidesma venosum E.Mey. ex Tul.,identical,,matched,0,0,0
225,Antrocaryon klaineanum,Sapindales,Anacardiaceae,Antrocaryon,klaineanum,species, ,Pierre,accepted,Antrocaryon klaineanum Pierre,identical,,matched,0,0,0
226,Antrocaryon micrasler,Sapindales,Anacardiaceae,Antrocaryon,micraster,species, ,A.Chev. & Guill.,accepted,Antrocaryon micraster A.Chev. & Guill.,identical,,misspelling: Epithet,0,0,1
227,Antrocaryon micraster,Sapindales,Anacardiaceae,Antrocaryon,micraster,species, ,A.Chev. & Guill.,accepted,Antrocaryon micraster A.Chev. & Guill.,identical,,matched,0,0,0
228,Apeiba aspera,Malvales,Sparrmanniaceae,Apeiba,aspera,species, ,Aubl.,synonym,Apeiba glabra Aubl.,identical,,matched,0,0,0
229,Apeiba aspera subsp. membranacea,Malvales,Sparrmanniaceae,Apeiba,aspera,species, ,Aubl.,synonym,Apeiba glabra Aubl.,identical,,Infrasp. name not found,0,0,0
230,Apeiba membrana,Malvales,Sparrmanniaceae,Apeiba,membranacea,species, ,Spruce ex Benth.,accepted,Apeiba membranacea Spruce ex Benth.,identical,,misspelling: Epithet,0,3,0
